hs6,year,n_eu_codes,min_mrl_weakest,lumped,stringency
090832,2022,1,0.005,0,5.2983
090832,2023,1,0.005,0,5.2983
090921,2015,1,0.01,0,4.6052
090921,2016,1,0.01,0,4.6052
090921,2017,1,0.01,0,4.6052
090921,2018,1,0.01,0,4.6052
090921,2019,1,0.01,0,4.6052
090921,2020,1,0.01,0,4.6052
090921,2021,1,0.005,0,5.2983
090921,2022,1,0.005,0,5.2983
090921,2023,1,0.005,0,5.2983
090922,2015,1,0.01,0,4.6052
090922,2016,1,0.01,0,4.6052
090922,2017,1,0.01,0,4.6052
090922,2018,1,0.01,0,4.6052
090922,2019,1,0.01,0,4.6052
090922,2020,1,0.01,0,4.6052
090922,2021,1,0.005,0,5.2983
090922,2022,1,0.005,0,5.2983
090922,2023,1,0.005,0,5.2983
090931,2015,1,0.01,0,4.6052
090931,2016,1,0.01,0,4.6052
090931,2017,1,0.01,0,4.6052
090931,2018,1,0.01,0,4.6052
090931,2019,1,0.01,0,4.6052
090931,2020,1,0.01,0,4.6052
090931,2021,1,0.005,0,5.2983
090931,2022,1,0.005,0,5.2983
090931,2023,1,0.005,0,5.2983
090932,2015,1,0.01,0,4.6052
090932,2016,1,0.01,0,4.6052
090932,2017,1,0.01,0,4.6052
090932,2018,1,0.01,0,4.6052
090932,2019,1,0.01,0,4.6052
090932,2020,1,0.01,0,4.6052
090932,2021,1,0.005,0,5.2983
090932,2022,1,0.005,0,5.2983
090932,2023,1,0.005,0,5.2983
090961,2015,1,0.01,0,4.6052
090961,2016,1,0.01,0,4.6052
090961,2017,1,0.01,0,4.6052
090961,2018,1,0.01,0,4.6052
090961,2019,1,0.01,0,4.6052
090961,2020,1,0.01,0,4.6052
090961,2021,1,0.005,0,5.2983
090961,2022,1,0.005,0,5.2983
090961,2023,1,0.005,0,5.2983
090962,2015,1,0.01,0,4.6052
090962,2016,1,0.01,0,4.6052
090962,2017,1,0.01,0,4.6052
090962,2018,1,0.01,0,4.6052
090962,2019,1,0.01,0,4.6052
090962,2020,1,0.01,0,4.6052
090962,2021,1,0.005,0,5.2983
090962,2022,1,0.005,0,5.2983
090962,2023,1,0.005,0,5.2983
091020,2015,1,0.01,0,4.6052
091020,2016,1,0.01,0,4.6052
091020,2017,1,0.01,0,4.6052
091020,2018,1,0.01,0,4.6052
091020,2019,1,0.01,0,4.6052
091020,2020,1,0.01,0,4.6052
091020,2021,1,0.005,0,5.2983
091020,2022,1,0.005,0,5.2983
091020,2023,1,0.005,0,5.2983
091030,2015,1,0.01,0,4.6052
091030,2016,1,0.01,0,4.6052
091030,2017,1,0.01,0,4.6052
091030,2018,1,0.01,0,4.6052
091030,2019,1,0.01,0,4.6052
091030,2020,1,0.01,0,4.6052
091030,2021,1,0.005,0,5.2983
091030,2022,1,0.005,0,5.2983
091030,2023,1,0.005,0,5.2983
100111,2015,1,0.01,0,4.6052
100111,2016,1,0.005,0,5.2983
100111,2017,1,0.005,0,5.2983
100111,2018,1,0.001,0,6.9078
100111,2019,1,0.001,0,6.9078
100111,2020,1,0.001,0,6.9078
100111,2021,1,0.001,0,6.9078
100111,2022,1,0.001,0,6.9078
100111,2023,1,0.001,0,6.9078
100119,2015,1,0.01,0,4.6052
100119,2016,1,0.005,0,5.2983
100119,2017,1,0.005,0,5.2983
100119,2018,1,0.001,0,6.9078
100119,2019,1,0.001,0,6.9078
100119,2020,1,0.001,0,6.9078
100119,2021,1,0.001,0,6.9078
100119,2022,1,0.001,0,6.9078
100119,2023,1,0.001,0,6.9078
100191,2015,1,0.01,0,4.6052
100191,2016,1,0.005,0,5.2983
100191,2017,1,0.005,0,5.2983
100191,2018,1,0.001,0,6.9078
100191,2019,1,0.001,0,6.9078
100191,2020,1,0.001,0,6.9078
100191,2021,1,0.001,0,6.9078
100191,2022,1,0.001,0,6.9078
100191,2023,1,0.001,0,6.9078
100199,2015,1,0.01,0,4.6052
100199,2016,1,0.005,0,5.2983
100199,2017,1,0.005,0,5.2983
100199,2018,1,0.001,0,6.9078
100199,2019,1,0.001,0,6.9078
100199,2020,1,0.001,0,6.9078
100199,2021,1,0.001,0,6.9078
100199,2022,1,0.001,0,6.9078
100199,2023,1,0.001,0,6.9078
100210,2015,1,0.01,0,4.6052
100210,2016,1,0.005,0,5.2983
100210,2017,1,0.005,0,5.2983
100210,2018,1,0.001,0,6.9078
100210,2019,1,0.001,0,6.9078
100210,2020,1,0.001,0,6.9078
100210,2021,1,0.001,0,6.9078
100210,2022,1,0.001,0,6.9078
100210,2023,1,0.001,0,6.9078
100290,2015,1,0.01,0,4.6052
100290,2016,1,0.005,0,5.2983
100290,2017,1,0.005,0,5.2983
100290,2018,1,0.001,0,6.9078
100290,2019,1,0.001,0,6.9078
100290,2020,1,0.001,0,6.9078
100290,2021,1,0.001,0,6.9078
100290,2022,1,0.001,0,6.9078
100290,2023,1,0.001,0,6.9078
100310,2015,1,0.01,0,4.6052
100310,2016,1,0.005,0,5.2983
100310,2017,1,0.005,0,5.2983
100310,2018,1,0.001,0,6.9078
100310,2019,1,0.001,0,6.9078
100310,2020,1,0.001,0,6.9078
100310,2021,1,0.001,0,6.9078
100310,2022,1,0.001,0,6.9078
100310,2023,1,0.001,0,6.9078
100390,2015,1,0.01,0,4.6052
100390,2016,1,0.005,0,5.2983
100390,2017,1,0.005,0,5.2983
100390,2018,1,0.001,0,6.9078
100390,2019,1,0.001,0,6.9078
100390,2020,1,0.001,0,6.9078
100390,2021,1,0.001,0,6.9078
100390,2022,1,0.001,0,6.9078
100390,2023,1,0.001,0,6.9078
100410,2015,1,0.01,0,4.6052
100410,2016,1,0.005,0,5.2983
100410,2017,1,0.005,0,5.2983
100410,2018,1,0.001,0,6.9078
100410,2019,1,0.001,0,6.9078
100410,2020,1,0.001,0,6.9078
100410,2021,1,0.001,0,6.9078
100410,2022,1,0.001,0,6.9078
100410,2023,1,0.001,0,6.9078
100490,2015,1,0.01,0,4.6052
100490,2016,1,0.005,0,5.2983
100490,2017,1,0.005,0,5.2983
100490,2018,1,0.001,0,6.9078
100490,2019,1,0.001,0,6.9078
100490,2020,1,0.001,0,6.9078
100490,2021,1,0.001,0,6.9078
100490,2022,1,0.001,0,6.9078
100490,2023,1,0.001,0,6.9078
100510,2015,1,0.01,0,4.6052
100510,2016,1,0.005,0,5.2983
100510,2017,1,0.005,0,5.2983
100510,2018,1,0.001,0,6.9078
100510,2019,1,0.001,0,6.9078
100510,2020,1,0.001,0,6.9078
100510,2021,1,0.001,0,6.9078
100510,2022,1,0.001,0,6.9078
100510,2023,1,0.001,0,6.9078
100590,2015,1,0.01,0,4.6052
100590,2016,1,0.005,0,5.2983
100590,2017,1,0.005,0,5.2983
100590,2018,1,0.001,0,6.9078
100590,2019,1,0.001,0,6.9078
100590,2020,1,0.001,0,6.9078
100590,2021,1,0.001,0,6.9078
100590,2022,1,0.001,0,6.9078
100590,2023,1,0.001,0,6.9078
100610,2015,1,0.01,0,4.6052
100610,2016,1,0.005,0,5.2983
100610,2017,1,0.005,0,5.2983
100610,2018,1,0.001,0,6.9078
100610,2019,1,0.001,0,6.9078
100610,2020,1,0.001,0,6.9078
100610,2021,1,0.001,0,6.9078
100610,2022,1,0.001,0,6.9078
100610,2023,1,0.001,0,6.9078
100620,2015,1,0.01,0,4.6052
100620,2016,1,0.005,0,5.2983
100620,2017,1,0.005,0,5.2983
100620,2018,1,0.001,0,6.9078
100620,2019,1,0.001,0,6.9078
100620,2020,1,0.001,0,6.9078
100620,2021,1,0.001,0,6.9078
100620,2022,1,0.001,0,6.9078
100620,2023,1,0.001,0,6.9078
100630,2015,1,0.01,0,4.6052
100630,2016,1,0.005,0,5.2983
100630,2017,1,0.005,0,5.2983
100630,2018,1,0.001,0,6.9078
100630,2019,1,0.001,0,6.9078
100630,2020,1,0.001,0,6.9078
100630,2021,1,0.001,0,6.9078
100630,2022,1,0.001,0,6.9078
100630,2023,1,0.001,0,6.9078
100640,2015,1,0.01,0,4.6052
100640,2016,1,0.005,0,5.2983
100640,2017,1,0.005,0,5.2983
100640,2018,1,0.001,0,6.9078
100640,2019,1,0.001,0,6.9078
100640,2020,1,0.001,0,6.9078
100640,2021,1,0.001,0,6.9078
100640,2022,1,0.001,0,6.9078
100640,2023,1,0.001,0,6.9078
100710,2015,1,0.01,0,4.6052
100710,2016,1,0.005,0,5.2983
100710,2017,1,0.005,0,5.2983
100710,2018,1,0.001,0,6.9078
100710,2019,1,0.001,0,6.9078
100710,2020,1,0.001,0,6.9078
100710,2021,1,0.001,0,6.9078
100710,2022,1,0.001,0,6.9078
100710,2023,1,0.001,0,6.9078
100790,2015,1,0.01,0,4.6052
100790,2016,1,0.005,0,5.2983
100790,2017,1,0.005,0,5.2983
100790,2018,1,0.001,0,6.9078
100790,2019,1,0.001,0,6.9078
100790,2020,1,0.001,0,6.9078
100790,2021,1,0.001,0,6.9078
100790,2022,1,0.001,0,6.9078
100790,2023,1,0.001,0,6.9078
100810,2015,1,0.01,0,4.6052
100810,2016,1,0.005,0,5.2983
100810,2017,1,0.005,0,5.2983
100810,2018,1,0.001,0,6.9078
100810,2019,1,0.001,0,6.9078
100810,2020,1,0.001,0,6.9078
100810,2021,1,0.001,0,6.9078
100810,2022,1,0.001,0,6.9078
100810,2023,1,0.001,0,6.9078
100821,2015,1,0.01,0,4.6052
100821,2016,1,0.005,0,5.2983
100821,2017,1,0.005,0,5.2983
100821,2018,1,0.001,0,6.9078
100821,2019,1,0.001,0,6.9078
100821,2020,1,0.001,0,6.9078
100821,2021,1,0.001,0,6.9078
100821,2022,1,0.001,0,6.9078
100821,2023,1,0.001,0,6.9078
100829,2015,1,0.01,0,4.6052
100829,2016,1,0.005,0,5.2983
100829,2017,1,0.005,0,5.2983
100829,2018,1,0.001,0,6.9078
100829,2019,1,0.001,0,6.9078
100829,2020,1,0.001,0,6.9078
100829,2021,1,0.001,0,6.9078
100829,2022,1,0.001,0,6.9078
100829,2023,1,0.001,0,6.9078
120110,2015,1,0.01,0,4.6052
120110,2016,1,0.01,0,4.6052
120110,2017,1,0.01,0,4.6052
120110,2018,1,0.01,0,4.6052
120110,2019,1,0.01,0,4.6052
120110,2020,1,0.01,0,4.6052
120110,2021,1,0.005,0,5.2983
120110,2022,1,0.005,0,5.2983
120110,2023,1,0.005,0,5.2983
120190,2015,1,0.01,0,4.6052
120190,2016,1,0.01,0,4.6052
120190,2017,1,0.01,0,4.6052
120190,2018,1,0.01,0,4.6052
120190,2019,1,0.01,0,4.6052
120190,2020,1,0.01,0,4.6052
120190,2021,1,0.005,0,5.2983
120190,2022,1,0.005,0,5.2983
120190,2023,1,0.005,0,5.2983
120242,2015,1,0.01,0,4.6052
120242,2016,1,0.01,0,4.6052
120242,2017,1,0.01,0,4.6052
120242,2018,1,0.01,0,4.6052
120242,2019,1,0.01,0,4.6052
120242,2020,1,0.01,0,4.6052
120242,2021,1,0.005,0,5.2983
120242,2022,1,0.005,0,5.2983
120242,2023,1,0.005,0,5.2983
120400,2015,1,0.01,0,4.6052
120400,2016,1,0.01,0,4.6052
120400,2017,1,0.01,0,4.6052
120400,2018,1,0.01,0,4.6052
120400,2019,1,0.01,0,4.6052
120400,2020,1,0.01,0,4.6052
120400,2021,1,0.005,0,5.2983
120400,2022,1,0.005,0,5.2983
120400,2023,1,0.005,0,5.2983
120510,2015,1,0.01,0,4.6052
120510,2016,1,0.01,0,4.6052
120510,2017,1,0.01,0,4.6052
120510,2018,1,0.01,0,4.6052
120510,2019,1,0.01,0,4.6052
120510,2020,1,0.01,0,4.6052
120510,2021,1,0.005,0,5.2983
120510,2022,1,0.005,0,5.2983
120510,2023,1,0.005,0,5.2983
120590,2015,1,0.01,0,4.6052
120590,2016,1,0.01,0,4.6052
120590,2017,1,0.01,0,4.6052
120590,2018,1,0.01,0,4.6052
120590,2019,1,0.01,0,4.6052
120590,2020,1,0.01,0,4.6052
120590,2021,1,0.005,0,5.2983
120590,2022,1,0.005,0,5.2983
120590,2023,1,0.005,0,5.2983
120600,2015,1,0.01,0,4.6052
120600,2016,1,0.01,0,4.6052
120600,2017,1,0.01,0,4.6052
120600,2018,1,0.01,0,4.6052
120600,2019,1,0.01,0,4.6052
120600,2020,1,0.01,0,4.6052
120600,2021,1,0.005,0,5.2983
120600,2022,1,0.005,0,5.2983
120600,2023,1,0.005,0,5.2983
120710,2015,1,0.01,0,4.6052
120710,2016,1,0.01,0,4.6052
120710,2017,1,0.01,0,4.6052
120710,2018,1,0.01,0,4.6052
120710,2019,1,0.01,0,4.6052
120710,2020,1,0.01,0,4.6052
120710,2021,1,0.005,0,5.2983
120710,2022,1,0.005,0,5.2983
120710,2023,1,0.005,0,5.2983
120721,2015,1,0.01,0,4.6052
120721,2016,1,0.01,0,4.6052
120721,2017,1,0.01,0,4.6052
120721,2018,1,0.01,0,4.6052
120721,2019,1,0.01,0,4.6052
120721,2020,1,0.01,0,4.6052
120721,2021,1,0.005,0,5.2983
120721,2022,1,0.005,0,5.2983
120721,2023,1,0.005,0,5.2983
120729,2015,1,0.01,0,4.6052
120729,2016,1,0.01,0,4.6052
120729,2017,1,0.01,0,4.6052
120729,2018,1,0.01,0,4.6052
120729,2019,1,0.01,0,4.6052
120729,2020,1,0.01,0,4.6052
120729,2021,1,0.005,0,5.2983
120729,2022,1,0.005,0,5.2983
120729,2023,1,0.005,0,5.2983
120730,2015,1,0.01,0,4.6052
120730,2016,1,0.01,0,4.6052
120730,2017,1,0.01,0,4.6052
120730,2018,1,0.01,0,4.6052
120730,2019,1,0.01,0,4.6052
120730,2020,1,0.01,0,4.6052
120730,2021,1,0.005,0,5.2983
120730,2022,1,0.005,0,5.2983
120730,2023,1,0.005,0,5.2983
120740,2015,1,0.01,0,4.6052
120740,2016,1,0.01,0,4.6052
120740,2017,1,0.01,0,4.6052
120740,2018,1,0.01,0,4.6052
120740,2019,1,0.01,0,4.6052
120740,2020,1,0.01,0,4.6052
120740,2021,1,0.005,0,5.2983
120740,2022,1,0.005,0,5.2983
120740,2023,1,0.005,0,5.2983
120750,2015,1,0.01,0,4.6052
120750,2016,1,0.01,0,4.6052
120750,2017,1,0.01,0,4.6052
120750,2018,1,0.01,0,4.6052
120750,2019,1,0.01,0,4.6052
120750,2020,1,0.01,0,4.6052
120750,2021,1,0.005,0,5.2983
120750,2022,1,0.005,0,5.2983
120750,2023,1,0.005,0,5.2983
120760,2015,1,0.01,0,4.6052
120760,2016,1,0.01,0,4.6052
120760,2017,1,0.01,0,4.6052
120760,2018,1,0.01,0,4.6052
120760,2019,1,0.01,0,4.6052
120760,2020,1,0.01,0,4.6052
120760,2021,1,0.005,0,5.2983
120760,2022,1,0.005,0,5.2983
120760,2023,1,0.005,0,5.2983
120791,2015,1,0.01,0,4.6052
120791,2016,1,0.01,0,4.6052
120791,2017,1,0.01,0,4.6052
120791,2018,1,0.01,0,4.6052
120791,2019,1,0.01,0,4.6052
120791,2020,1,0.01,0,4.6052
120791,2021,1,0.005,0,5.2983
120791,2022,1,0.005,0,5.2983
120791,2023,1,0.005,0,5.2983
120799,2015,1,0.01,0,4.6052
120799,2016,1,0.01,0,4.6052
120799,2017,1,0.01,0,4.6052
120799,2018,1,0.01,0,4.6052
120799,2019,1,0.01,0,4.6052
120799,2020,1,0.01,0,4.6052
120799,2021,1,0.005,0,5.2983
120799,2022,1,0.005,0,5.2983
120799,2023,1,0.005,0,5.2983
121010,2015,1,0.01,0,4.6052
121010,2016,1,0.01,0,4.6052
121010,2017,1,0.01,0,4.6052
121010,2018,1,0.01,0,4.6052
121010,2019,1,0.01,0,4.6052
121010,2020,1,0.01,0,4.6052
121010,2021,1,0.005,0,5.2983
121010,2022,1,0.005,0,5.2983
121010,2023,1,0.005,0,5.2983
121221,2015,1,0.01,0,4.6052
121221,2016,1,0.005,0,5.2983
121221,2017,1,0.005,0,5.2983
121221,2018,1,0.005,0,5.2983
121221,2019,1,0.005,0,5.2983
121221,2020,1,0.005,0,5.2983
121221,2021,1,0.005,0,5.2983
121221,2022,1,0.001,0,6.9078
121221,2023,1,0.001,0,6.9078
121291,2015,1,0.01,0,4.6052
121291,2016,1,0.005,0,5.2983
121291,2017,1,0.005,0,5.2983
121291,2018,1,0.005,0,5.2983
121291,2019,1,0.005,0,5.2983
121291,2020,1,0.005,0,5.2983
121291,2021,1,0.005,0,5.2983
121291,2022,1,0.001,0,6.9078
121291,2023,1,0.001,0,6.9078
121292,2015,1,0.01,0,4.6052
121292,2016,1,0.01,0,4.6052
121292,2017,1,0.01,0,4.6052
121292,2018,1,0.01,0,4.6052
121292,2019,1,0.01,0,4.6052
121292,2020,1,0.01,0,4.6052
121292,2021,1,0.005,0,5.2983
121292,2022,1,0.005,0,5.2983
121292,2023,1,0.005,0,5.2983
121293,2015,1,0.01,0,4.6052
121293,2016,1,0.005,0,5.2983
121293,2017,1,0.005,0,5.2983
121293,2018,1,0.005,0,5.2983
121293,2019,1,0.005,0,5.2983
121293,2020,1,0.005,0,5.2983
121293,2021,1,0.005,0,5.2983
121293,2022,1,0.001,0,6.9078
121293,2023,1,0.001,0,6.9078
121294,2015,1,0.01,0,4.6052
121294,2016,1,0.005,0,5.2983
121294,2017,1,0.005,0,5.2983
121294,2018,1,0.005,0,5.2983
121294,2019,1,0.005,0,5.2983
121294,2020,1,0.005,0,5.2983
121294,2021,1,0.005,0,5.2983
121294,2022,1,0.001,0,6.9078
121294,2023,1,0.001,0,6.9078
180100,2015,1,0.01,0,4.6052
180100,2016,1,0.01,0,4.6052
180100,2017,1,0.01,0,4.6052
180100,2018,1,0.01,0,4.6052
180100,2019,1,0.01,0,4.6052
180100,2020,1,0.01,0,4.6052
180100,2021,1,0.005,0,5.2983
180100,2022,1,0.005,0,5.2983
180100,2023,1,0.005,0,5.2983
